iter	Logloss
272	0.4817014969
273	0.4816762067
274	0.4816297501
275	0.4816138003
276	0.4815794161
277	0.4815547079
278	0.4815399725
279	0.4815133731
280	0.4814859392
281	0.4814543187
282	0.4814333794
283	0.481395302
284	0.4813716627
285	0.481349339
286	0.4813143163
287	0.4812915177
288	0.481270193
289	0.481241393
290	0.481219385
291	0.4812070527
292	0.4811779811
293	0.4811631952
294	0.481139195
295	0.4811114768
296	0.4810965454
297	0.4810764224
298	0.4810595874
299	0.4810406027
300	0.4810186959
301	0.480987259
302	0.4809651121
303	0.480941106
304	0.480928426
305	0.480895471
306	0.4808840434
307	0.4808668801
308	0.4808418242
309	0.4808163824
310	0.4807926357
311	0.4807764081
312	0.4807558546
313	0.4807377359
314	0.4807171132
315	0.4806948333
316	0.4806808632
317	0.4806613408
318	0.480643956
319	0.480622138
320	0.4806040193
321	0.4805952349
322	0.48056634
323	0.4805453504
324	0.4805375779
325	0.4805162024
326	0.4804956494
327	0.4804778345
328	0.4804657431
329	0.4804586283
330	0.4804424134
331	0.4804282221
332	0.4804092562
333	0.4803936483
334	0.4803803548
335	0.4803728099
336	0.4803599023
337	0.4803460903
338	0.4803284337
339	0.4803196812
340	0.4803079818
341	0.4802889653
342	0.4802757476
343	0.4802642188
344	0.4802567753
345	0.4802427868
346	0.4802332248
347	0.4802163712
348	0.480197051
349	0.4801802164
350	0.4801683902
351	0.4801641529
352	0.4801480077
353	0.4801354923
354	0.4801226419
355	0.4801088555
356	0.4800954484
357	0.4800797586
358	0.4800741047
359	0.4800597239
360	0.4800465509
361	0.4800338965
362	0.4800251817
363	0.4800147153
364	0.4800025223
365	0.4799884325
366	0.4799749687
367	0.4799686194
368	0.4799576346
369	0.4799441707
370	0.4799372583
371	0.4799285438
372	0.4799220108
373	0.4799078891
374	0.4799000154
375	0.4798859066
376	0.4798750797
377	0.4798665038
378	0.4798567332
379	0.4798506684
380	0.4798455393
381	0.4798332074
382	0.4798241955
383	0.4798129196
384	0.479806785
385	0.4797986332
386	0.4797851567
387	0.4797785225
388	0.4797679677
389	0.4797577796
390	0.4797489133
391	0.4797402431
392	0.4797324077
393	0.479723769
394	0.4797156615
395	0.4797080599
396	0.4797011665
397	0.4796988895
398	0.4796949366
399	0.4796892383
400	0.4796780511
401	0.4796681477
402	0.4796618679
403	0.4796531786
404	0.4796471263
405	0.4796384938
406	0.4796342186
407	0.4796284002
408	0.4796236761
409	0.4796143102
410	0.4796052411
411	0.4795970135
412	0.4795899114
413	0.4795818293
414	0.4795681884
415	0.4795561411
416	0.4795476606
417	0.4795437964
418	0.4795397994
419	0.4795360616
420	0.479527638
421	0.479519537
422	0.4795153882
423	0.4795077108
424	0.4794965616
425	0.4794877838
426	0.4794825282
427	0.4794780378
428	0.4794710183
429	0.4794595464
430	0.479452881
431	0.479449839
432	0.4794429521
433	0.4794396066
434	0.4794307276
435	0.4794241948
436	0.4794157016
437	0.4794117932
438	0.479407676
439	0.4794022813
440	0.4793997831
441	0.4793964753
442	0.479392801
443	0.479385794
444	0.4793800138
445	0.4793753338
446	0.4793676691
447	0.4793605798
448	0.4793571583
449	0.4793509985
450	0.4793462743
451	0.4793378065
452	0.4793326397
453	0.4793277889
454	0.4793206935
455	0.4793189793
456	0.4793135975
457	0.4793103214
458	0.4793039911
459	0.4792993237
460	0.4792952065
461	0.4792918861
462	0.4792853407
463	0.4792829119
464	0.479276784
465	0.4792742731
466	0.4792682083
467	0.4792656468
468	0.479258956
469	0.4792513481
470	0.4792481797
471	0.479241457
472	0.4792362651
473	0.4792273102
474	0.4792235282
475	0.4792192656
476	0.4792124799
477	0.4792082869
478	0.4792036132
479	0.4791996098
480	0.4791960934
481	0.4791911226
482	0.4791814215
483	0.4791761789
484	0.4791724224
485	0.4791655482
486	0.479161855
487	0.4791575293
488	0.4791562896
489	0.4791527669
490	0.4791486184
491	0.4791447417
492	0.4791380001
493	0.479132669
494	0.4791274391
495	0.4791233096
496	0.4791183515
497	0.4791146393
498	0.4791122928
499	0.4791075814
500	0.4791040716
501	0.4790977791
502	0.4790948382
503	0.4790916318
504	0.4790860476
505	0.4790831636
506	0.4790803684
507	0.4790752902
508	0.4790668097
509	0.479061839
510	0.4790587845
511	0.4790555023
512	0.4790516572
513	0.4790474073
514	0.4790446563
515	0.479042196
516	0.4790368521
517	0.4790337659
518	0.4790298703
519	0.479023306
520	0.4790217057
521	0.479017475
522	0.4790127509
523	0.4790090954
524	0.4790063066
525	0.4790034542
526	0.4789992045
527	0.4789950307
528	0.47899338
529	0.4789900535
530	0.4789837549
531	0.478981516
532	0.4789775886
533	0.4789764754
534	0.4789696581
535	0.4789672106
536	0.4789635111
537	0.478960425
538	0.478955644
539	0.4789531523
540	0.4789498069
541	0.4789473845
542	0.4789446271
543	0.4789413259
544	0.4789361782
545	0.4789332944
546	0.4789308278
547	0.4789262364
548	0.4789231881
549	0.4789188435
550	0.4789167186
551	0.478912924
552	0.4789113746
553	0.4789092686
554	0.4789063024
555	0.4789050121
556	0.4789019828
557	0.4789008253
558	0.4788970877
559	0.478892547
560	0.4788836997
561	0.4788805567
562	0.4788773692
563	0.4788757123
564	0.4788728032
565	0.478870482
566	0.4788670101
567	0.4788653278
568	0.4788618936
569	0.4788560313
570	0.4788546905
571	0.4788523948
572	0.4788486384
573	0.4788449767
574	0.478841372
575	0.4788396834
576	0.4788384564
577	0.4788359837
578	0.4788343205
579	0.4788323979
580	0.4788307598
581	0.4788278823
582	0.4788234997
583	0.4788206349
584	0.4788185415
585	0.4788147724
586	0.4788108959
587	0.4788088974
588	0.4788066332
589	0.4788030032
590	0.4787997527
591	0.4787962744
592	0.4787917212
593	0.4787874208
594	0.4787863709
595	0.4787835883
596	0.4787820388
597	0.478778295
598	0.4787777827
599	0.4787762839
600	0.4787744055
601	0.4787722554
602	0.4787704973
603	0.4787685684
604	0.4787664874
605	0.4787653047
606	0.4787629268
607	0.478761896
608	0.4787581648
609	0.4787559198
610	0.4787521443
611	0.4787500952
612	0.4787468952
613	0.4787455102
614	0.4787436698
615	0.478741861
616	0.4787396097
617	0.4787376362
618	0.4787346575
619	0.4787309516
620	0.4787307618
621	0.4787272393
622	0.478725127
623	0.4787220092
624	0.4787202953
625	0.4787166462
626	0.4787131617
627	0.4787115552
628	0.4787094999
629	0.4787088295
630	0.4787058065
631	0.4787047503
632	0.4787029226
633	0.4787006333
634	0.4786985715
635	0.4786976418
636	0.4786964971
637	0.4786940307
638	0.4786914379
639	0.4786885794
640	0.4786865999
641	0.4786841905
642	0.4786823944
643	0.4786800166
644	0.4786780372
645	0.4786761399
646	0.4786746221
647	0.4786732245
648	0.4786709984
649	0.4786697146
650	0.4786671598
651	0.4786634475
652	0.4786607219
653	0.4786598491
654	0.4786557195
655	0.4786533354
656	0.4786503883
657	0.4786486554
658	0.4786458159
659	0.4786434696
660	0.4786413004
661	0.4786394728
662	0.4786373542
663	0.4786368041
664	0.4786341733
665	0.4786330854
666	0.4786318394
667	0.4786299042
668	0.4786277097
669	0.4786262804
670	0.4786240734
671	0.4786227326
672	0.4786198995
673	0.478618546
674	0.4786169208
675	0.4786157002
676	0.4786129113
677	0.4786120196
678	0.4786104447
679	0.4786084652
680	0.478607953
681	0.4786068146
682	0.4786053032
683	0.4786037916
684	0.478601673
685	0.4785994786
686	0.4785985489
687	0.4785964934
688	0.4785962657
689	0.4785940017
690	0.4785922815
691	0.4785920031
692	0.4785897074
693	0.4785884172
694	0.478586931
695	0.4785856346
696	0.4785838828
697	0.4785831111
698	0.4785812392
699	0.4785789055
700	0.4785773372
701	0.4785764075
702	0.4785754906
703	0.4785747697
704	0.4785735238
705	0.4785715949
706	0.4785691854
707	0.4785668834
708	0.4785645562
709	0.4785626147
710	0.4785597815
711	0.4785572835
712	0.4785564677
713	0.478554621
714	0.4785543807
715	0.4785528564
716	0.4785514143
717	0.4785498648
718	0.4785484671
719	0.4785469556
720	0.4785454378
721	0.4785444512
722	0.4785431989
723	0.4785406503
724	0.4785385316
725	0.478537994
726	0.4785357615
727	0.4785347181
728	0.4785322833
729	0.4785318152
730	0.478528609
731	0.4785277488
732	0.4785262499
733	0.478525023
734	0.4785244347
735	0.4785225501
736	0.4785221201
737	0.4785204315
738	0.4785190464
739	0.4785183191
740	0.4785177878
741	0.4785163712
742	0.4785146447
743	0.4785134936
744	0.4785123616
745	0.4785115142
746	0.4785090541
747	0.4785075237
748	0.4785059491
749	0.4785043048
750	0.4785037988
751	0.4785032675
752	0.4785022178
753	0.4785002194
754	0.478499587
755	0.4784977404
756	0.4784962605
757	0.478495021
758	0.4784950399
759	0.47849442
760	0.4784917133
761	0.4784895062
762	0.4784881971
763	0.4784869637
764	0.4784866412
765	0.4784848831
766	0.4784842
767	0.4784831186
768	0.4784811139
769	0.478479963
770	0.4784789005
771	0.4784775724
772	0.4784759408
773	0.4784737653
774	0.4784731455
775	0.4784719502
776	0.4784706917
777	0.4784693064
778	0.4784684526
779	0.4784686485
780	0.47846665
781	0.4784658469
782	0.4784648538
783	0.4784638419
784	0.4784603762
785	0.478458011
786	0.4784567018
787	0.4784529706
788	0.4784519208
789	0.4784514718
790	0.4784499287
791	0.4784487271
792	0.4784459256
793	0.4784451919
794	0.478443965
795	0.4784426496
796	0.4784420424
797	0.4784408913
798	0.4784394113
799	0.4784379315
